id_produit,sku,nom_produit,unite_mesure,categorie,actif,colisage fardeau,colisage palette,volume pcs (m3),Poids(kg),Is_Gerbable,date,quantite_demande
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-04-21 08:31:24,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-05 14:45:27,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-07 07:51:42,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-19 07:28:37,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-19 13:20:08,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-20 10:01:17,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-21 13:43:13,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-22 08:47:23,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-26 07:51:51,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-29 08:19:05,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-29 09:41:15,300
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-29 13:10:41,20
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-05-30 08:26:30,12
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-06-08 08:14:21,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-06-23 09:27:53,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-06-24 07:36:53,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-06-30 09:22:15,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-07-10 08:21:41,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-07-11 11:20:35,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-07-20 11:55:53,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-07-31 14:42:06,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-01 09:26:24,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-04 08:17:42,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-05 10:20:48,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-07 07:15:19,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-08 07:52:54,480
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-08 10:33:44,224
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-10 09:22:34,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-14 07:49:25,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-17 08:28:17,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-18 13:07:17,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-26 09:22:11,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-27 10:38:09,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-31 08:29:47,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-08-31 09:00:18,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-09-01 07:53:30,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-09-08 12:26:48,20
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-09-11 09:09:24,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-09-15 09:38:32,128
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-09-17 07:51:49,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-09-17 08:09:27,60
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-09-19 09:31:54,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-09-25 13:02:04,4
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-10-07 07:45:24,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-10-10 09:22:07,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-10-21 14:47:24,50
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-10-23 07:46:48,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-10-23 08:30:30,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-10-29 08:15:37,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-10-30 07:51:10,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-10-30 08:48:33,352
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-02 11:48:01,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-04 12:31:53,1184
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-07 12:26:44,4
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-07 14:38:34,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-10 10:47:17,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-10 13:42:08,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-10 14:21:05,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-12 10:02:05,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-14 13:14:14,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-16 12:45:36,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-17 07:58:06,288
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-19 07:22:10,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-20 13:17:54,15
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-20 14:06:47,584
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-20 14:09:15,583
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-23 07:42:58,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-24 07:38:15,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-27 14:07:10,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-11-30 07:26:32,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-01 10:36:56,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-03 12:51:17,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-04 07:47:51,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-05 11:56:51,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-10 12:44:44,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-15 08:31:52,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-16 12:38:05,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-16 10:17:53,5
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-17 14:16:54,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-12-18 08:32:13,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-07 07:42:41,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-07 13:55:48,512
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-09 07:51:37,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-09 09:29:10,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-10 13:05:34,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-11 07:40:48,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-15 09:28:39,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-15 12:31:39,128
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-21 07:46:15,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-21 08:33:46,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-01-21 14:33:04,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-04 07:38:12,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-06 09:30:46,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-12 07:48:54,100
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-13 14:43:54,128
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-15 09:55:15,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-18 10:26:13,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-18 14:17:00,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-21 07:39:39,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-25 08:40:13,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-02-26 07:03:03,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-03-14 11:46:13,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-03-20 10:56:41,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-03-23 10:02:52,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-03-25 07:30:20,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-04-03 08:13:41,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-04-15 07:35:37,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-04-15 13:41:44,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2024-04-17 12:20:33,2
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-01-06 09:37:00,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-01-06 10:11:13,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-01-13 18:56:29,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-01-20 14:19:37,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-01-22 14:29:48,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-01-23 12:10:12,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-01-26 14:52:13,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-29 07:54:52,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-01 10:23:42,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-03 14:35:59,320
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-05 14:55:07,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-06 09:06:38,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-06 10:23:14,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-09 10:26:42,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-10 14:18:23,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-12 10:44:47,3
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-12 14:52:37,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-16 08:10:39,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-02-23 07:52:01,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-03-09 08:14:36,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-03-16 13:06:21,30
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-03-26 07:41:36,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-03-26 07:14:54,150
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-06 10:08:22,150
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-09 07:27:32,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-10 13:02:49,128
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-12 07:59:58,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-12 09:25:11,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-16 13:55:58,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-20 13:55:12,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-27 09:03:15,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-04-28 08:08:36,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-04 10:58:14,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-05 07:59:06,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-06 14:51:10,128
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-08 10:27:13,5
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-17 09:29:17,20
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-18 07:57:07,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-21 08:31:04,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-21 14:18:55,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-25 14:13:34,10
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-27 10:56:54,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-05-28 07:33:42,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-06-02 07:46:12,128
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-06-12 13:20:07,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-06-23 07:53:39,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-06-25 14:49:50,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-06-29 07:42:10,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-08 08:16:11,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-08 11:34:09,10
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-15 11:51:37,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-09 08:56:03,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-09 14:23:23,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-13 07:55:34,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-13 09:13:52,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-13 12:47:19,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-15 07:29:12,1700
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-15 09:00:34,128
