id_produit,date,categorie,colisage fardeau,colisage palette,volume pcs (m3),Is_Gerbable,quantite_demande
31334,2025-03-18,MOULURE,32,1600,0.0002,True,0
31334,2025-03-26,MOULURE,32,1600,0.0002,True,192
31334,2025-04-06,MOULURE,32,1600,0.0002,True,128
31334,2025-04-09,MOULURE,32,1600,0.0002,True,32
31334,2025-04-12,MOULURE,32,1600,0.0002,True,192
31334,2025-04-13,MOULURE,32,1600,0.0002,True,64
31334,2025-04-20,MOULURE,32,1600,0.0002,True,64
31334,2025-04-21,MOULURE,32,1600,0.0002,True,64
31334,2025-04-27,MOULURE,32,1600,0.0002,True,32
31334,2025-04-28,MOULURE,32,1600,0.0002,True,96
31334,2025-05-05,MOULURE,32,1600,0.0002,True,96
31334,2025-05-07,MOULURE,32,1600,0.0002,True,128
31334,2025-05-10,MOULURE,32,1600,0.0002,True,0
31334,2025-05-17,MOULURE,32,1600,0.0002,True,0
31334,2025-05-18,MOULURE,32,1600,0.0002,True,96
31334,2025-05-21,MOULURE,32,1600,0.0002,True,64
31334,2025-05-22,MOULURE,32,1600,0.0002,True,32
31334,2025-05-25,MOULURE,32,1600,0.0002,True,0
31334,2025-05-28,MOULURE,32,1600,0.0002,True,64
31334,2025-05-29,MOULURE,32,1600,0.0002,True,0
31334,2025-06-02,MOULURE,32,1600,0.0002,True,128
31334,2025-06-14,MOULURE,32,1600,0.0002,True,64
31334,2025-06-18,MOULURE,32,1600,0.0002,True,576
31334,2025-06-25,MOULURE,32,1600,0.0002,True,64
31334,2025-06-28,MOULURE,32,1600,0.0002,True,0
31334,2025-06-29,MOULURE,32,1600,0.0002,True,160
31334,2025-07-08,MOULURE,32,1600,0.0002,True,0
31334,2025-07-10,MOULURE,32,1600,0.0002,True,160
31334,2025-07-13,MOULURE,32,1600,0.0002,True,160
31334,2025-07-15,MOULURE,32,1600,0.0002,True,1664
31334,2025-07-22,MOULURE,32,1600,0.0002,True,64
31334,2025-07-26,MOULURE,32,1600,0.0002,True,32
31334,2025-07-30,MOULURE,32,1600,0.0002,True,32
31334,2025-08-03,MOULURE,32,1600,0.0002,True,64
31334,2025-08-09,MOULURE,32,1600,0.0002,True,64
31334,2025-08-18,MOULURE,32,1600,0.0002,True,32
31334,2025-08-24,MOULURE,32,1600,0.0002,True,64
31334,2025-09-16,MOULURE,32,1600,0.0002,True,64
31334,2025-09-17,MOULURE,32,1600,0.0002,True,256
31334,2025-09-21,MOULURE,32,1600,0.0002,True,96
31334,2025-09-22,MOULURE,32,1600,0.0002,True,160
31334,2025-09-24,MOULURE,32,1600,0.0002,True,224
31334,2025-09-27,MOULURE,32,1600,0.0002,True,256
31334,2025-09-28,MOULURE,32,1600,0.0002,True,352
31334,2025-09-29,MOULURE,32,1600,0.0002,True,192
31334,2025-10-06,MOULURE,32,1600,0.0002,True,192
31334,2025-10-08,MOULURE,32,1600,0.0002,True,0
31334,2025-10-13,MOULURE,32,1600,0.0002,True,32
31334,2025-10-15,MOULURE,32,1600,0.0002,True,128
31334,2025-10-21,MOULURE,32,1600,0.0002,True,32
31334,2025-10-26,MOULURE,32,1600,0.0002,True,160
31334,2025-10-30,MOULURE,32,1600,0.0002,True,800
31334,2025-11-02,MOULURE,32,1600,0.0002,True,160
31334,2025-11-05,MOULURE,32,1600,0.0002,True,32
31334,2025-11-08,MOULURE,32,1600,0.0002,True,32
31334,2025-11-11,MOULURE,32,1600,0.0002,True,0
31334,2025-11-12,MOULURE,32,1600,0.0002,True,32
31334,2025-11-15,MOULURE,32,1600,0.0002,True,64
31334,2025-11-24,MOULURE,32,1600,0.0002,True,288
31334,2025-12-03,MOULURE,32,1600,0.0002,True,32
31334,2025-12-06,MOULURE,32,1600,0.0002,True,32
31334,2025-12-15,MOULURE,32,1600,0.0002,True,32
31334,2025-12-27,MOULURE,32,1600,0.0002,True,320
31334,2026-01-03,MOULURE,32,1600,0.0002,True,32
31334,2026-01-14,MOULURE,32,1600,0.0002,True,160
31334,2026-01-19,MOULURE,32,1600,0.0002,True,224
31334,2026-01-21,MOULURE,32,1600,0.0002,True,64
31334,2026-01-24,MOULURE,32,1600,0.0002,True,160
31334,2026-01-25,MOULURE,32,1600,0.0002,True,64
31334,2026-01-27,MOULURE,32,1600,0.0002,True,64
31334,2026-02-01,MOULURE,32,1600,0.0002,True,64
31334,2026-02-02,MOULURE,32,1600,0.0002,True,32
31335,2025-03-16,MOULURE,32,2100,0.00025,True,160
31335,2025-03-18,MOULURE,32,2100,0.00025,True,0
31335,2025-04-06,MOULURE,32,2100,0.00025,True,224
31335,2025-04-09,MOULURE,32,2100,0.00025,True,32
31335,2025-04-12,MOULURE,32,2100,0.00025,True,64
31335,2025-04-13,MOULURE,32,2100,0.00025,True,64
31335,2025-04-20,MOULURE,32,2100,0.00025,True,32
31335,2025-04-21,MOULURE,32,2100,0.00025,True,64
31335,2025-04-22,MOULURE,32,2100,0.00025,True,128
31335,2025-04-27,MOULURE,32,2100,0.00025,True,32
31335,2025-04-28,MOULURE,32,2100,0.00025,True,96
31335,2025-05-05,MOULURE,32,2100,0.00025,True,96
31335,2025-05-07,MOULURE,32,2100,0.00025,True,160
31335,2025-05-10,MOULURE,32,2100,0.00025,True,0
31335,2025-05-11,MOULURE,32,2100,0.00025,True,32
31335,2025-05-17,MOULURE,32,2100,0.00025,True,64
31335,2025-05-18,MOULURE,32,2100,0.00025,True,32
31335,2025-05-19,MOULURE,32,2100,0.00025,True,64
31335,2025-05-29,MOULURE,32,2100,0.00025,True,0
31335,2025-06-14,MOULURE,32,2100,0.00025,True,32
31335,2025-06-18,MOULURE,32,2100,0.00025,True,576
31335,2025-06-25,MOULURE,32,2100,0.00025,True,64
31335,2025-06-28,MOULURE,32,2100,0.00025,True,0
31335,2025-06-29,MOULURE,32,2100,0.00025,True,160
31335,2025-07-08,MOULURE,32,2100,0.00025,True,0
31335,2025-07-10,MOULURE,32,2100,0.00025,True,128
31335,2025-07-13,MOULURE,32,2100,0.00025,True,128
31335,2025-07-15,MOULURE,32,2100,0.00025,True,192
31335,2025-07-17,MOULURE,32,2100,0.00025,True,64
31335,2025-07-22,MOULURE,32,2100,0.00025,True,32
31335,2025-07-26,MOULURE,32,2100,0.00025,True,32
31335,2025-08-09,MOULURE,32,2100,0.00025,True,64
31335,2025-08-20,MOULURE,32,2100,0.00025,True,64
31335,2025-08-24,MOULURE,32,2100,0.00025,True,64
31335,2025-09-07,MOULURE,32,2100,0.00025,True,64
31335,2025-09-14,MOULURE,32,2100,0.00025,True,32
31335,2025-09-17,MOULURE,32,2100,0.00025,True,160
31335,2025-09-20,MOULURE,32,2100,0.00025,True,160
31335,2025-09-21,MOULURE,32,2100,0.00025,True,96
31335,2025-09-24,MOULURE,32,2100,0.00025,True,160
31335,2025-09-27,MOULURE,32,2100,0.00025,True,96
31335,2025-09-28,MOULURE,32,2100,0.00025,True,352
31335,2025-09-29,MOULURE,32,2100,0.00025,True,96
31335,2025-10-01,MOULURE,32,2100,0.00025,True,64
31335,2025-10-06,MOULURE,32,2100,0.00025,True,32
31335,2025-10-08,MOULURE,32,2100,0.00025,True,0
31335,2025-10-12,MOULURE,32,2100,0.00025,True,32
31335,2025-10-13,MOULURE,32,2100,0.00025,True,32
31335,2025-10-15,MOULURE,32,2100,0.00025,True,64
31335,2025-10-21,MOULURE,32,2100,0.00025,True,32
31335,2025-10-26,MOULURE,32,2100,0.00025,True,224
31335,2025-10-30,MOULURE,32,2100,0.00025,True,928
31335,2025-11-02,MOULURE,32,2100,0.00025,True,32
31335,2025-11-05,MOULURE,32,2100,0.00025,True,32
31335,2025-11-11,MOULURE,32,2100,0.00025,True,0
31335,2025-11-12,MOULURE,32,2100,0.00025,True,32
31335,2025-11-15,MOULURE,32,2100,0.00025,True,32
31335,2025-12-06,MOULURE,32,2100,0.00025,True,32
31335,2025-12-15,MOULURE,32,2100,0.00025,True,32
31335,2025-12-17,MOULURE,32,2100,0.00025,True,160
31335,2025-12-28,MOULURE,32,2100,0.00025,True,96
31335,2026-01-13,MOULURE,32,2100,0.00025,True,32
31335,2026-01-14,MOULURE,32,2100,0.00025,True,256
31335,2026-01-19,MOULURE,32,2100,0.00025,True,160
31335,2026-01-25,MOULURE,32,2100,0.00025,True,64
31335,2026-01-27,MOULURE,32,2100,0.00025,True,96
31335,2026-02-02,MOULURE,32,2100,0.00025,True,32
31336,2025-03-15,MOULURE,32,2300,0.00025,True,64
31336,2025-03-16,MOULURE,32,2300,0.00025,True,160
31336,2025-03-18,MOULURE,32,2300,0.00025,True,32
31336,2025-03-20,MOULURE,32,2300,0.00025,True,32
31336,2025-03-26,MOULURE,32,2300,0.00025,True,64
31336,2025-04-06,MOULURE,32,2300,0.00025,True,96
31336,2025-04-07,MOULURE,32,2300,0.00025,True,96
31336,2025-04-09,MOULURE,32,2300,0.00025,True,32
31336,2025-04-12,MOULURE,32,2300,0.00025,True,64
31336,2025-04-13,MOULURE,32,2300,0.00025,True,96
31336,2025-04-16,MOULURE,32,2300,0.00025,True,32
31336,2025-04-19,MOULURE,32,2300,0.00025,True,32
31336,2025-04-20,MOULURE,32,2300,0.00025,True,64
31336,2025-04-21,MOULURE,32,2300,0.00025,True,64
31336,2025-04-27,MOULURE,32,2300,0.00025,True,32
31336,2025-04-28,MOULURE,32,2300,0.00025,True,64
31336,2025-05-05,MOULURE,32,2300,0.00025,True,96
31336,2025-05-10,MOULURE,32,2300,0.00025,True,0
31336,2025-05-11,MOULURE,32,2300,0.00025,True,32
31336,2025-05-17,MOULURE,32,2300,0.00025,True,0
31336,2025-05-18,MOULURE,32,2300,0.00025,True,96
31336,2025-05-19,MOULURE,32,2300,0.00025,True,64
31336,2025-05-21,MOULURE,32,2300,0.00025,True,96
31336,2025-05-22,MOULURE,32,2300,0.00025,True,32
31336,2025-05-27,MOULURE,32,2300,0.00025,True,32
31336,2025-05-29,MOULURE,32,2300,0.00025,True,0
31336,2025-06-02,MOULURE,32,2300,0.00025,True,128
31336,2025-06-03,MOULURE,32,2300,0.00025,True,96
31336,2025-06-14,MOULURE,32,2300,0.00025,True,224
31336,2025-06-18,MOULURE,32,2300,0.00025,True,576
31336,2025-06-25,MOULURE,32,2300,0.00025,True,64
31336,2025-06-28,MOULURE,32,2300,0.00025,True,0
31336,2025-06-29,MOULURE,32,2300,0.00025,True,160
31336,2025-07-08,MOULURE,32,2300,0.00025,True,0
31336,2025-07-10,MOULURE,32,2300,0.00025,True,256
31336,2025-07-13,MOULURE,32,2300,0.00025,True,96
31336,2025-07-14,MOULURE,32,2300,0.00025,True,64
31336,2025-07-15,MOULURE,32,2300,0.00025,True,256
31336,2025-07-17,MOULURE,32,2300,0.00025,True,64
31336,2025-07-22,MOULURE,32,2300,0.00025,True,64
31336,2025-07-26,MOULURE,32,2300,0.00025,True,32
31336,2025-07-29,MOULURE,32,2300,0.00025,True,128
31336,2025-08-09,MOULURE,32,2300,0.00025,True,64
31336,2025-08-18,MOULURE,32,2300,0.00025,True,32
31336,2025-08-20,MOULURE,32,2300,0.00025,True,64
31336,2025-09-07,MOULURE,32,2300,0.00025,True,224
31336,2025-09-09,MOULURE,32,2300,0.00025,True,64
31336,2025-09-17,MOULURE,32,2300,0.00025,True,192
31336,2025-09-20,MOULURE,32,2300,0.00025,True,800
31336,2025-09-21,MOULURE,32,2300,0.00025,True,96
31336,2025-09-23,MOULURE,32,2300,0.00025,True,32
31336,2025-09-24,MOULURE,32,2300,0.00025,True,192
31336,2025-09-27,MOULURE,32,2300,0.00025,True,192
31336,2025-09-28,MOULURE,32,2300,0.00025,True,192
31336,2025-09-29,MOULURE,32,2300,0.00025,True,96
31336,2025-10-01,MOULURE,32,2300,0.00025,True,64
31336,2025-10-06,MOULURE,32,2300,0.00025,True,128
31336,2025-10-08,MOULURE,32,2300,0.00025,True,0
31336,2025-10-12,MOULURE,32,2300,0.00025,True,64
31336,2025-10-13,MOULURE,32,2300,0.00025,True,64
31336,2025-10-15,MOULURE,32,2300,0.00025,True,256
31336,2025-10-20,MOULURE,32,2300,0.00025,True,160
31336,2025-10-21,MOULURE,32,2300,0.00025,True,32
31336,2025-10-22,MOULURE,32,2300,0.00025,True,64
31336,2025-10-23,MOULURE,32,2300,0.00025,True,64
31336,2025-10-30,MOULURE,32,2300,0.00025,True,256
31336,2025-11-02,MOULURE,32,2300,0.00025,True,32
31336,2025-11-08,MOULURE,32,2300,0.00025,True,32
31336,2025-11-11,MOULURE,32,2300,0.00025,True,0
31336,2025-11-12,MOULURE,32,2300,0.00025,True,32
31336,2025-11-15,MOULURE,32,2300,0.00025,True,384
31336,2025-11-17,MOULURE,32,2300,0.00025,True,32
31336,2025-12-03,MOULURE,32,2300,0.00025,True,64
31336,2025-12-06,MOULURE,32,2300,0.00025,True,32
31336,2025-12-17,MOULURE,32,2300,0.00025,True,160
31336,2025-12-27,MOULURE,32,2300,0.00025,True,320
31336,2026-01-13,MOULURE,32,2300,0.00025,True,32
31336,2026-01-19,MOULURE,32,2300,0.00025,True,256
31336,2026-02-01,MOULURE,32,2300,0.00025,True,32
31336,2026-02-02,MOULURE,32,2300,0.00025,True,32
31337,2025-03-15,MOULURE,20,1000,0.00025,True,20
31337,2025-03-18,MOULURE,20,1000,0.00025,True,20
31337,2025-03-26,MOULURE,20,1000,0.00025,True,120
31337,2025-04-06,MOULURE,20,1000,0.00025,True,140
31337,2025-04-07,MOULURE,20,1000,0.00025,True,20
31337,2025-04-09,MOULURE,20,1000,0.00025,True,20
31337,2025-04-12,MOULURE,20,1000,0.00025,True,40
31337,2025-04-20,MOULURE,20,1000,0.00025,True,80
31337,2025-04-28,MOULURE,20,1000,0.00025,True,20
31337,2025-05-05,MOULURE,20,1000,0.00025,True,40
31337,2025-05-10,MOULURE,20,1000,0.00025,True,0
31337,2025-05-17,MOULURE,20,1000,0.00025,True,20
31337,2025-05-22,MOULURE,20,1000,0.00025,True,20
31337,2025-05-29,MOULURE,20,1000,0.00025,True,0
31337,2025-06-02,MOULURE,20,1000,0.00025,True,100
31337,2025-06-03,MOULURE,20,1000,0.00025,True,20
31337,2025-06-14,MOULURE,20,1000,0.00025,True,20
31337,2025-06-25,MOULURE,20,1000,0.00025,True,60
31337,2025-06-28,MOULURE,20,1000,0.00025,True,0
31337,2025-06-29,MOULURE,20,1000,0.00025,True,160
31337,2025-07-01,MOULURE,20,1000,0.00025,True,60
31337,2025-07-07,MOULURE,20,1000,0.00025,True,40
31337,2025-07-10,MOULURE,20,1000,0.00025,True,100
31337,2025-07-15,MOULURE,20,1000,0.00025,True,560
31337,2025-07-26,MOULURE,20,1000,0.00025,True,20
31337,2025-07-29,MOULURE,20,1000,0.00025,True,20
31337,2025-08-09,MOULURE,20,1000,0.00025,True,40
31337,2025-08-18,MOULURE,20,1000,0.00025,True,20
31337,2025-08-24,MOULURE,20,1000,0.00025,True,40
31337,2025-09-07,MOULURE,20,1000,0.00025,True,40
31337,2025-09-17,MOULURE,20,1000,0.00025,True,80
31337,2025-09-20,MOULURE,20,1000,0.00025,True,160
31337,2025-09-24,MOULURE,20,1000,0.00025,True,60
31337,2025-09-28,MOULURE,20,1000,0.00025,True,340
31337,2025-10-06,MOULURE,20,1000,0.00025,True,20
31337,2025-10-08,MOULURE,20,1000,0.00025,True,0
31337,2025-10-13,MOULURE,20,1000,0.00025,True,40
31337,2025-10-21,MOULURE,20,1000,0.00025,True,20
31337,2025-10-22,MOULURE,20,1000,0.00025,True,60
31337,2025-10-26,MOULURE,20,1000,0.00025,True,40
31337,2025-10-30,MOULURE,20,1000,0.00025,True,580
31337,2025-11-11,MOULURE,20,1000,0.00025,True,0
31337,2025-11-12,MOULURE,20,1000,0.00025,True,20
31337,2025-11-15,MOULURE,20,1000,0.00025,True,140
31337,2025-12-27,MOULURE,20,1000,0.00025,True,200
31337,2026-01-19,MOULURE,20,1000,0.00025,True,60
31337,2026-01-21,MOULURE,20,1000,0.00025,True,20
31337,2026-01-25,MOULURE,20,1000,0.00025,True,20
31337,2026-02-01,MOULURE,20,1000,0.00025,True,20
31337,2026-02-02,MOULURE,20,1000,0.00025,True,20
31338,2025-03-20,MOULURE,60,1300,0.000125,True,60
31338,2025-03-26,MOULURE,60,1300,0.000125,True,60
31338,2025-04-06,MOULURE,60,1300,0.000125,True,120
31338,2025-04-12,MOULURE,60,1300,0.000125,True,120
31338,2025-04-13,MOULURE,60,1300,0.000125,True,180
31338,2025-04-14,MOULURE,60,1300,0.000125,True,60
31338,2025-04-19,MOULURE,60,1300,0.000125,True,180
31338,2025-04-20,MOULURE,60,1300,0.000125,True,300
31338,2025-04-21,MOULURE,60,1300,0.000125,True,60
31338,2025-04-27,MOULURE,60,1300,0.000125,True,480
31338,2025-04-28,MOULURE,60,1300,0.000125,True,60
31338,2025-05-04,MOULURE,60,1300,0.000125,True,0
31338,2025-05-05,MOULURE,60,1300,0.000125,True,60
31338,2025-05-07,MOULURE,60,1300,0.000125,True,180
31338,2025-05-10,MOULURE,60,1300,0.000125,True,0
31338,2025-05-11,MOULURE,60,1300,0.000125,True,300
31338,2025-05-17,MOULURE,60,1300,0.000125,True,0
31338,2025-05-19,MOULURE,60,1300,0.000125,True,60
31338,2025-05-22,MOULURE,60,1300,0.000125,True,60
31338,2025-05-25,MOULURE,60,1300,0.000125,True,180
31338,2025-05-26,MOULURE,60,1300,0.000125,True,0
31338,2025-05-27,MOULURE,60,1300,0.000125,True,60
31338,2025-05-29,MOULURE,60,1300,0.000125,True,0
31338,2025-06-14,MOULURE,60,1300,0.000125,True,240
31338,2025-06-17,MOULURE,60,1300,0.000125,True,60
31338,2025-06-18,MOULURE,60,1300,0.000125,True,240
