0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,5,5,5,5,5,5,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,5,5,5,5,5,5,5,0
2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,5,5,5,5,5,5,5,0
2,2,2,2,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,3,3,3,3,3,3,4,5,5,5,5,5,5,4,0
(0W-01-01)1,0,0,0,(T)1,(R)1,0,0,0,0,(P)1,(M)1,0,0,0,(I)1,(G)1,0,0,0,(E)1,0,0,0,(C)1,(A)1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-01-02)1,0,0,0,(T)1,(R)1,0,0,0,0,(P)1,(M)1,0,0,0,(I)1,(G)1,0,0,0,(E)1,0,0,0,(C)1,(A)1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-01-03)1,0,0,0,(T)1,(R)1,0,0,0,0,(P)1,(M)1,0,0,0,(I)1,(G)1,0,0,0,(E)1,0,0,0,(C)1,(A)1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-02-01)1,0,0,0,(T)1,(R)1,0,0,0,0,(P)1,(M)1,0,0,0,(I)1,(G)1,0,0,0,(E)1,0,0,0,(C)1,(A)1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-02-02)1,0,0,0,(T)1,(R)1,0,0,0,0,(P)1,(M)1,0,0,0,(I)1,(G)1,0,0,0,(E)1,0,0,0,(C)1,(A)1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-02-03)1,0,0,0,4,(R)1,0,0,0,0,(P)1,4,0,0,0,(I)1,(G)1,4,0,4,(E)1,0,0,0,(C)1,4,4,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0
(0W-03-01)1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-03-02)1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-03-03)1,0,0,0,(V)1,(S)1,0,0,0,0,(Q)1,(N)1,0,0,0,(K)1,(H)1,0,0,0,(F)1,(D)1,0,0,0,(B)1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-04-01)1,0,0,0,(V)1,(S)1,0,0,0,0,(Q)1,(N)1,0,0,0,(K)1,(H)1,0,0,0,(F)1,(D)1,0,0,0,(B)1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0
(0W-04-02)1,0,0,0,(V)1,(S)1,0,0,0,0,(Q)1,(N)1,0,0,0,(K)1,(H)1,0,0,0,(F)1,(D)1,0,0,0,(B)1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0
(0W-04-03)1,0,0,0,4,(S)1,0,0,0,0,(Q)1,4,0,0,0,(K)1,(H)1,4,0,4,4,(D)1,0,0,0,(B)1,4,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
(0W-05-01)1,0,0,0,(V)1,(S)1,0,0,0,0,(Q)1,(N)1,0,0,0,(K)1,(H)1,0,0,0,(F)1,(D)1,0,0,0,(B)1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
(0W-05-02)1,0,0,0,(V)1,(S)1,0,0,0,0,(Q)1,(N)1,0,0,0,(K)1,(H)1,0,0,0,(F)1,(D)1,0,0,0,(B)1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
(0W-05-03)1,0,0,0,(V)1,(S)1,0,0,0,0,(Q)1,(N)1,0,0,0,(K)1,(H)1,0,0,0,(F)1,(D)1,0,0,0,(B)1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
0,0,0,0,(V)1,(S)1,0,0,0,0,(Q)1,(N)1,0,0,0,(K)1,(H)1,0,0,0,(F)1,(D)1,0,0,0,(B)1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
0,0,0,0,(V)1,(S)1,0,0,0,0,(Q)1,(N)1,0,0,0,(K)1,(H)1,0,0,0,(F)1,(D)1,0,0,0,(B)1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
