id_produit,order_count,total_demand,avg_demand,std_demand,order_frequency,avg_daily_vol,cv,segment
31334,228,20591,90.31140350877193,164.2842289661679,0.3093622795115332,27.938941655359567,1.7991644269314702,C_MEDIUM_FREQ
31335,193,16012,82.96373056994818,132.99766496450366,0.2618724559023066,21.725915875169605,1.5839894685682943,C_MEDIUM_FREQ
31336,238,21345,89.68487394957984,121.55416506438112,0.3229308005427408,28.96200814111262,1.3404017645981887,C_MEDIUM_FREQ
31337,145,7927,54.66896551724138,82.91729942576099,0.19674355495251017,10.755766621438264,1.489470814759086,C_MEDIUM_FREQ
31338,237,26608,112.27004219409282,120.19452307983104,0.32157394843962006,36.103120759837175,1.0611325002764,C_MEDIUM_FREQ
31339,50,2087,41.74,35.32404511469922,0.06784260515603799,2.8317503392130257,0.8264867832171084,D_LOW_FREQ
31340,16,358,22.375,49.52558261477934,0.021709633649932156,0.48575305291723203,2.1187415022365492,D_LOW_FREQ
31341,54,4524,83.77777777777777,208.33967789081316,0.07327001356852103,6.1383989145183175,2.4574798178470756,D_LOW_FREQ
31342,258,29907,115.9186046511628,139.99679388626916,0.35006784260515605,40.57937584803256,1.1973868000217949,C_MEDIUM_FREQ
31343,242,23239,96.02892561983471,100.70306372526207,0.3283582089552239,31.531886024423336,1.0378664205746528,C_MEDIUM_FREQ
31344,60,6703,111.71666666666667,99.72914023709109,0.0814111261872456,9.094979647218453,0.884777231143792,D_LOW_FREQ
31347,24,2603,108.45833333333333,82.8004301431101,0.032564450474898234,3.5318860244233377,0.756456156617679,D_LOW_FREQ
31348,19,1704,89.6842105263158,85.69393381329661,0.025780189959294438,2.312075983717775,0.9449708313712336,D_LOW_FREQ
31349,20,3803,190.15,133.152573744321,0.027137042062415198,5.16010854816825,0.6965868362245409,D_LOW_FREQ
31350,16,2155,134.6875,90.27935810582615,0.021709633649932156,2.9240162822252374,0.6653476414984885,D_LOW_FREQ
31351,14,1202,85.85714285714286,35.950515440526864,0.018995929443690638,1.6309362279511532,0.41390396066396057,D_LOW_FREQ
31352,7,308,44.0,56.222771187482394,0.009497964721845319,0.417910447761194,1.2493949152773864,D_LOW_FREQ
31353,72,8925,123.95833333333333,112.02231134660906,0.09769335142469471,12.109905020352782,0.8964773165450541,D_LOW_FREQ
31354,70,9568,136.68571428571428,161.8202207727195,0.09497964721845319,12.98236092265943,1.175286932360486,D_LOW_FREQ
31355,89,12637,141.98876404494382,168.8776785927144,0.12075983717774763,17.146540027137043,1.181055586574853,C_MEDIUM_FREQ
31356,50,4560,91.2,55.6332744361663,0.06784260515603799,6.187245590230665,0.6033977704573351,D_LOW_FREQ
31357,56,9614,171.67857142857142,384.6998880895391,0.07598371777476255,13.044776119402986,2.227838028233112,D_LOW_FREQ
31358,19,2025,106.57894736842105,111.26960041542428,0.025780189959294438,2.7476255088195387,1.034306461787212,D_LOW_FREQ
31360,31,2789,89.96774193548387,92.1287084720674,0.04206241519674356,3.7842605156037994,1.012762398097195,D_LOW_FREQ
31361,29,1327,45.758620689655174,48.13126038865994,0.03934871099050204,1.8005427408412482,1.029355863769276,D_LOW_FREQ
31362,9,903,100.33333333333333,78.58275892331599,0.012211668928086838,1.2252374491180462,0.7754877525327236,D_LOW_FREQ
31363,7,602,86.0,68.59300255857008,0.009497964721845319,0.8168249660786974,0.7884253167651734,D_LOW_FREQ
31364,7,1262,180.28571428571428,210.42870074026993,0.009497964721845319,1.712347354138399,1.1607572144853346,D_LOW_FREQ
31365,6,303,50.5,54.224533193011446,0.008141112618724558,0.41112618724559025,1.0529035571458534,D_LOW_FREQ
31366,6,551,91.83333333333333,66.18282758137995,0.008141112618724558,0.7476255088195387,0.712920943425996,D_LOW_FREQ
31367,5,93,18.6,24.357750306627253,0.0067842605156037995,0.12618724559023067,1.242742362583023,D_LOW_FREQ
31368,33,25867,783.8484848484849,1782.6364099489715,0.04477611940298507,35.097693351424695,2.271312800321083,D_LOW_FREQ
31370,2,2,1.0,0.0,0.0027137042062415195,0.0027137042062415195,0.0,D_LOW_FREQ
31371,121,27131,224.22314049586777,298.66473644102746,0.16417910447761194,36.81275440976933,1.3260837042919538,C_MEDIUM_FREQ
31372,4,121,30.25,24.088378940891808,0.005427408412483039,0.16417910447761194,0.7708281261085378,D_LOW_FREQ
31373,347,90418,260.57060518731987,373.7154145081015,0.4708276797829037,122.68385345997287,1.4287362841878612,C_MEDIUM_FREQ
31374,62,11540,186.1290322580645,148.34502139545708,0.08412483039348712,15.658073270013569,0.792741882995892,D_LOW_FREQ
31375,70,12287,175.52857142857144,183.84096162673498,0.09497964721845319,16.671641791044777,1.0414232672874846,D_LOW_FREQ
31376,2,240,120.0,0.0,0.0027137042062415195,0.3256445047489824,0.0,D_LOW_FREQ
31377,59,10442,176.98305084745763,189.31368709516576,0.08005427408412483,14.168249660786975,1.063661321646965,D_LOW_FREQ
31378,13,1201,92.38461538461539,86.9133078240788,0.017639077340569877,1.6295793758480326,0.9307026373253907,D_LOW_FREQ
31379,3,241,80.33333333333333,68.70468203356548,0.004070556309362279,0.32700135685210313,0.8447296971340018,D_LOW_FREQ
31380,1,60,60.0,,0.0013568521031207597,0.0814111261872456,,D_LOW_FREQ
31381,14,1460,104.28571428571429,52.14097542893994,0.018995929443690638,1.9810040705563094,0.4952331451866751,D_LOW_FREQ
31382,21,6082,289.6190476190476,538.2359590542494,0.028493894165535955,8.252374491180461,1.852032629876985,D_LOW_FREQ
31383,1,60,60.0,,0.0013568521031207597,0.0814111261872456,,D_LOW_FREQ
31384,7,1224,174.85714285714286,121.14788286969575,0.009497964721845319,1.66078697421981,0.6888994151810481,D_LOW_FREQ
31385,11,1845,167.72727272727272,175.31918942836288,0.014925373134328358,2.5033921302578017,1.0390684718275818,D_LOW_FREQ
31386,14,1875,133.92857142857142,169.06369499994068,0.018995929443690638,2.5440976933514245,1.252986622551175,D_LOW_FREQ
31387,75,7181,95.74666666666667,99.32856932768479,0.10176390773405698,9.743554952510177,1.0266872518710528,C_MEDIUM_FREQ
31388,156,22902,146.80769230769232,167.10024479758968,0.21166892808683854,31.074626865671643,1.1305246850734665,C_MEDIUM_FREQ
31389,24,3481,145.04166666666666,219.6076499749866,0.032564450474898234,4.723202170963365,1.503732838630436,D_LOW_FREQ
31390,17,1441,84.76470588235294,67.2007527969039,0.023066485753052916,1.955223880597015,0.7835478721175352,D_LOW_FREQ
31391,19,1596,84.0,67.85278181474949,0.025780189959294438,2.1655359565807326,0.798268021349994,D_LOW_FREQ
31392,8,720,90.0,55.54920598635309,0.010854816824966078,0.9769335142469471,0.610430835014869,D_LOW_FREQ
31393,1,1,1.0,,0.0013568521031207597,0.0013568521031207597,,D_LOW_FREQ
31394,7,999,142.71428571428572,151.508761337108,0.009497964721845319,1.355495251017639,1.054235913876497,D_LOW_FREQ
31395,5,472,94.4,79.07464827617004,0.0067842605156037995,0.6404341926729986,0.8288747198759961,D_LOW_FREQ
31396,11,352,32.0,18.487833837418595,0.014925373134328358,0.47761194029850745,0.5602373890126847,D_LOW_FREQ
31397,8,300,37.5,13.887301496588272,0.010854816824966078,0.40705563093622793,0.36070912978151354,D_LOW_FREQ
31398,81,5877,72.55555555555556,71.8432321099211,0.10990502035278155,7.974219810040705,0.9767206782315557,C_MEDIUM_FREQ
31399,34,1765,51.911764705882355,49.54237099760336,0.04613297150610583,2.394843962008141,0.9363205191320257,D_LOW_FREQ
31400,25,1560,62.4,50.17386437844575,0.033921302578018994,2.1166892808683855,0.7913858734770624,D_LOW_FREQ
31401,124,9979,80.4758064516129,84.2167609478517,0.16824966078697423,13.540027137042063,1.033641330053807,C_MEDIUM_FREQ
31402,2,554,277.0,0.0,0.0027137042062415195,0.751696065128901,0.0,D_LOW_FREQ
31403,18,793,44.05555555555556,128.51755303423923,0.024423337856173677,1.0759837177747626,2.8524241117340394,D_LOW_FREQ
31404,8,51,6.375,7.963084470587655,0.010854816824966078,0.06919945725915876,1.079740267198326,D_LOW_FREQ
31405,7,59,8.428571428571429,14.931590034299125,0.009497964721845319,0.08005427408412483,1.5836534884862707,D_LOW_FREQ
31406,4,35,8.75,12.893796958227627,0.005427408412483039,0.04748982360922659,1.322440713664372,D_LOW_FREQ
31407,20,363,18.15,32.21518929096384,0.027137042062415198,0.4925373134328358,1.682255315455031,D_LOW_FREQ
31408,8,56,7.0,9.441549509633317,0.010854816824966078,0.07598371777476255,1.1801936887041646,D_LOW_FREQ
31409,3,8,2.6666666666666665,2.0816659994661326,0.004070556309362279,0.010854816824966078,0.5677270907634907,D_LOW_FREQ
31410,1,1,1.0,,0.0013568521031207597,0.0013568521031207597,,D_LOW_FREQ
31411,19,370,19.473684210526315,30.284518268970793,0.025780189959294438,0.5020352781546812,1.4791924090242805,D_LOW_FREQ
31412,8,62,7.75,5.175491695067656,0.010854816824966078,0.08412483039348712,0.5914847651505892,D_LOW_FREQ
31413,8,85,10.625,11.426004175938823,0.010854816824966078,0.11533242876526459,0.9828820796506514,D_LOW_FREQ
31414,2,2,1.0,0.0,0.0027137042062415195,0.0027137042062415195,0.0,D_LOW_FREQ
31415,37,763,20.62162162162162,23.075180691902805,0.050203527815468114,1.0352781546811398,1.0672271070005048,D_LOW_FREQ
31416,20,161,8.05,7.4936815490047834,0.027137042062415198,0.21845318860244234,0.8280311103872688,D_LOW_FREQ
31417,16,51,3.1875,1.682012683265696,0.021709633649932156,0.06919945725915876,0.401674670630614,D_LOW_FREQ
31418,7,17,2.4285714285714284,1.8126539343499315,0.009497964721845319,0.023066485753052916,0.5286907308520634,D_LOW_FREQ
31419,3,284,94.66666666666667,98.0680036165381,0.004070556309362279,0.3853459972862958,1.0251010830997014,D_LOW_FREQ
31431,1,1,1.0,,0.0013568521031207597,0.0013568521031207597,,D_LOW_FREQ
31434,3,4,1.3333333333333333,0.5773502691896258,0.004070556309362279,0.005427408412483039,0.2474358296526968,D_LOW_FREQ
31435,1,1,1.0,,0.0013568521031207597,0.0013568521031207597,,D_LOW_FREQ
31436,1,50,50.0,,0.0013568521031207597,0.06784260515603799,,D_LOW_FREQ
31437,520,85629,164.67115384615386,207.97590811689605,0.7055630936227951,116.18588873812755,1.2553537733553024,A_HIGH_FREQ_HIGH_VOL
31438,55,5871,106.74545454545455,282.7837295716245,0.07462686567164178,7.966078697421981,2.6245536831656002,D_LOW_FREQ
31439,4,2261,565.25,960.1338014395009,0.005427408412483039,3.067842605156038,1.6956005323434895,D_LOW_FREQ
31440,768,122080,158.95833333333334,174.29045826380718,1.0420624151967435,165.64450474898237,1.0895991139180443,A_HIGH_FREQ_HIGH_VOL
31441,665,65638,98.70375939849625,109.89164049875811,0.9023066485753053,89.06105834464043,1.1021815141347169,A_HIGH_FREQ_HIGH_VOL
31442,271,14462,53.36531365313653,49.941181475973025,0.3677069199457259,19.62279511533243,0.918622152989119,C_MEDIUM_FREQ
31443,71,2245,31.619718309859156,21.71856756469851,0.09633649932157395,3.046132971506106,0.6658110091077696,D_LOW_FREQ
31444,3,371,123.66666666666667,196.24049870843004,0.004070556309362279,0.5033921302578019,1.5741216473938238,D_LOW_FREQ
31445,10,301,30.1,34.26514263796373,0.013568521031207599,0.4084124830393487,1.1017730751756825,D_LOW_FREQ
31446,11,8169,742.6363636363636,1589.2662000261175,0.014925373134328358,11.084124830393487,2.137155036709938,D_LOW_FREQ
31447,190,21293,112.06842105263158,205.38604907885997,0.25780189959294436,28.891451831750338,1.8164757866677557,C_MEDIUM_FREQ
31448,2,35,17.5,19.091883092036785,0.0027137042062415195,0.04748982360922659,1.031993680650637,D_LOW_FREQ
31449,734,126452,172.27792915531336,172.85883373929286,0.9959294436906377,171.57666214382633,0.9975813687405922,A_HIGH_FREQ_HIGH_VOL
31450,8,2584,323.0,819.1968191902532,0.010854816824966078,3.5061058344640434,2.5283852444143617,D_LOW_FREQ
31451,415,54683,131.76626506024095,130.78662350634502,0.5630936227951153,74.1967435549525,0.9850892728435368,A_HIGH_FREQ_HIGH_VOL
31452,12,1103,91.91666666666667,101.63433415331592,0.016282225237449117,1.496607869742198,1.0938224303495883,D_LOW_FREQ
31453,408,42687,104.625,106.91041537877358,0.55359565807327,57.91994572591587,1.0121696130534776,A_HIGH_FREQ_HIGH_VOL
31454,1,25,25.0,,0.0013568521031207597,0.033921302578018994,,D_LOW_FREQ
31455,9,764,84.88888888888889,109.09565120164557,0.012211668928086838,1.0366350067842605,1.2701951627617207,D_LOW_FREQ
31456,129,15725,121.89922480620154,460.99679440590404,0.17503392130257803,21.33649932157395,3.7510146637038995,C_MEDIUM_FREQ
31457,1,1,1.0,,0.0013568521031207597,0.0013568521031207597,,D_LOW_FREQ
31458,35,1811,51.74285714285714,21.14006908712465,0.04748982360922659,2.457259158751696,0.4008138775998715,D_LOW_FREQ
31459,10,244,24.4,19.591381325016933,0.013568521031207599,0.3310719131614654,0.7713142253943674,D_LOW_FREQ
31460,1,5,5.0,,0.0013568521031207597,0.0067842605156037995,,D_LOW_FREQ
31461,998,338719,339.3977955911824,417.94217549959467,1.3541383989145184,459.59158751696066,1.227805176510435,A_HIGH_FREQ_HIGH_VOL
31462,479,69307,144.6910229645094,126.91884758860337,0.649932157394844,94.0393487109905,0.8711507751546301,A_HIGH_FREQ_HIGH_VOL
31463,1465,558886,381.4921501706485,452.4748914928953,1.987788331071913,758.325644504749,1.1829651701113975,A_HIGH_FREQ_HIGH_VOL
31464,258,23903,92.64728682170542,75.12130017306497,0.35006784260515605,32.43283582089552,0.802172734764735,C_MEDIUM_FREQ
31465,8,891,111.375,103.00199373937241,0.010854816824966078,1.208955223880597,0.916591712919888,D_LOW_FREQ
31466,100,7286,72.86,53.55673287611592,0.13568521031207598,9.886024423337856,0.7251114659642015,C_MEDIUM_FREQ
31467,1,1,1.0,,0.0013568521031207597,0.0013568521031207597,,D_LOW_FREQ
31468,1,100,100.0,,0.0013568521031207597,0.13568521031207598,,D_LOW_FREQ
31470,4,111,27.75,25.95348403072954,0.005427408412483039,0.15061058344640435,0.9027298793297232,D_LOW_FREQ
31471,4,62,15.5,16.743157806499145,0.005427408412483039,0.08412483039348712,1.014736836757524,D_LOW_FREQ
31472,137,10262,74.9051094890511,81.43726232069321,0.18588873812754408,13.924016282225237,1.0728824827324712,C_MEDIUM_FREQ
31473,1013,296975,293.16386969397826,1052.3154541378844,1.3744911804613298,402.95115332428765,3.577310344851729,A_HIGH_FREQ_HIGH_VOL
31474,19,2549,134.1578947368421,308.5149488828872,0.025780189959294438,3.4586160108548167,2.2826261794294616,D_LOW_FREQ
31475,202,27426,135.77227722772278,655.0984564821808,0.27408412483039346,37.21302578018996,4.7897020489865545,C_MEDIUM_FREQ
31478,13,2143,164.84615384615384,331.4739422020596,0.017639077340569877,2.9077340569877883,1.9986833249660367,D_LOW_FREQ
31479,3,35,11.666666666666666,15.947831618540915,0.004070556309362279,0.04748982360922659,1.2590393383058618,D_LOW_FREQ
31480,18,561,31.166666666666668,20.508965041142947,0.024423337856173677,0.7611940298507462,0.637584405424133,D_LOW_FREQ
31482,619,128917,208.2665589660743,558.4776565888864,0.8398914518317503,174.921302578019,2.6687381841999187,A_HIGH_FREQ_HIGH_VOL
31483,14,2672,190.85714285714286,452.08846260657657,0.018995929443690638,3.62550881953867,2.35638066883547,D_LOW_FREQ
31484,513,220750,430.31189083820664,941.6048054068985,0.6960651289009498,299.52510176390774,2.18311812265828,A_HIGH_FREQ_HIGH_VOL
31485,196,28770,146.78571428571428,157.82153179283202,0.26594301221166894,39.03663500678426,1.0679078999998302,C_MEDIUM_FREQ
31486,150,19526,130.17333333333335,137.8564444780016,0.20352781546811397,26.493894165535956,1.0509487025665907,C_MEDIUM_FREQ
31487,71,3358,47.29577464788732,33.950129125021505,0.09633649932157395,4.556309362279512,0.7029627202906173,D_LOW_FREQ
31488,17,883,51.94117647058823,46.191815547014514,0.023066485753052916,1.198100407055631,0.8725120714436075,D_LOW_FREQ
31490,110,12562,114.2,85.25372815975624,0.14925373134328357,17.044776119402986,0.7400497236089951,C_MEDIUM_FREQ
31492,1,1,1.0,,0.0013568521031207597,0.0013568521031207597,,D_LOW_FREQ
31493,855,544425,636.7543859649123,868.2453114573914,1.1601085481682496,738.7042062415197,1.36141017696609,A_HIGH_FREQ_HIGH_VOL
