id_produit,date,categorie,colisage fardeau,colisage palette,volume pcs (m3),Is_Gerbable,quantite_demande
31334,2024-01-07,MOULURE,32,1600,0.0002,True,544
31334,2024-01-09,MOULURE,32,1600,0.0002,True,64
31334,2024-01-10,MOULURE,32,1600,0.0002,True,32
31334,2024-01-11,MOULURE,32,1600,0.0002,True,64
31334,2024-01-15,MOULURE,32,1600,0.0002,True,192
31334,2024-01-21,MOULURE,32,1600,0.0002,True,192
31334,2024-02-04,MOULURE,32,1600,0.0002,True,32
31334,2024-02-06,MOULURE,32,1600,0.0002,True,32
31334,2024-02-12,MOULURE,32,1600,0.0002,True,100
31334,2024-02-13,MOULURE,32,1600,0.0002,True,128
31334,2024-02-15,MOULURE,32,1600,0.0002,True,96
31334,2024-02-18,MOULURE,32,1600,0.0002,True,96
31334,2024-02-21,MOULURE,32,1600,0.0002,True,32
31334,2024-02-25,MOULURE,32,1600,0.0002,True,32
31334,2024-02-26,MOULURE,32,1600,0.0002,True,96
31334,2024-03-14,MOULURE,32,1600,0.0002,True,32
31334,2024-03-20,MOULURE,32,1600,0.0002,True,32
31334,2024-03-23,MOULURE,32,1600,0.0002,True,32
31334,2024-03-25,MOULURE,32,1600,0.0002,True,32
31334,2024-04-03,MOULURE,32,1600,0.0002,True,32
31334,2024-04-15,MOULURE,32,1600,0.0002,True,96
31334,2024-04-17,MOULURE,32,1600,0.0002,True,2
31334,2024-04-21,MOULURE,32,1600,0.0002,True,32
31334,2024-05-05,MOULURE,32,1600,0.0002,True,32
31334,2024-05-07,MOULURE,32,1600,0.0002,True,32
31334,2024-05-19,MOULURE,32,1600,0.0002,True,64
31334,2024-05-20,MOULURE,32,1600,0.0002,True,32
31334,2024-05-21,MOULURE,32,1600,0.0002,True,32
31334,2024-05-22,MOULURE,32,1600,0.0002,True,96
31334,2024-05-26,MOULURE,32,1600,0.0002,True,96
31334,2024-05-29,MOULURE,32,1600,0.0002,True,416
31334,2024-05-30,MOULURE,32,1600,0.0002,True,12
31334,2024-06-08,MOULURE,32,1600,0.0002,True,64
31334,2024-06-23,MOULURE,32,1600,0.0002,True,32
31334,2024-06-24,MOULURE,32,1600,0.0002,True,64
31334,2024-06-30,MOULURE,32,1600,0.0002,True,64
