0,(B7)1,0,0,0,0,0,0,(B5)1,0,(B4)1,(B4)1,0,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,0,0,(A8)1,(A8)1,0,0,0,0,0,0,0,0,0,0,0,(A4)1,(A3)1,(A3)1,0,(A2)1,(A2)1,0,(A1)1,0,0
0,(B7)1,(B6)1,(B6)1,(B6)1,(B6)1,(B6)1,0,(B5)1,0,(B4)1,(B4)1,0,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,0,0,(A8)1,(A8)1,(A5)1,(A5)1,(A5)1,(A5)1,(A5)1,(A5)1,(A5)1,(A5)1,(A5)1,0,4,(A4)1,(A3)1,(A3)1,0,(A2)1,(A2)1,0,(A1)1,0,0
0,(B7)1,0,0,0,0,0,0,(B5)1,0,(B4)1,(B4)1,4,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,4,4,(A8)1,(A8)1,0,0,0,0,4,(A6)1,(A6)1,(A6)1,(A6)1,0,0,(A4)1,(A3)1,(A3)1,0,(A2)1,(A2)1,4,(A1)1,0,0
0,(B7)1,0,0,0,0,0,0,(B5)1,0,(B4)1,(B4)1,0,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,0,0,(A8)1,(A8)1,0,0,0,0,0,(A7)1,(A7)1,(A7)1,(A7)1,0,0,0,(A3)1,(A3)1,0,(A2)1,(A2)1,0,(A1)1,0,0
0,(B7)1,0,0,0,0,0,0,(B5)1,0,(B4)1,(B4)1,0,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,0,0,(A8)1,(A8)1,0,0,0,0,0,3,3,3,3,3,3,0,(A3)1,(A3)1,0,(A2)1,(A2)1,0,(A1)1,0,0
0,(B7)1,0,0,0,0,0,0,(B5)1,0,(B4)1,(B4)1,0,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,0,0,(A8)1,(A8)1,0,0,0,0,0,3,3,3,3,3,3,0,(A3)1,(A3)1,0,(A2)1,(A2)1,0,(A1)1,0,0
0,(B7)1,2,2,2,2,2,0,(B5)1,0,(B4)1,(B4)1,0,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,0,0,(A8)1,(A8)1,0,0,0,0,0,3,3,3,3,3,3,0,(A3)1,(A3)1,0,(A2)1,(A2)1,0,(A1)1,0,0
0,(B7)1,2,2,2,2,2,0,(B5)1,0,(B4)1,(B4)1,0,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,0,0,(A8)1,(A8)1,0,0,0,0,0,3,3,3,3,3,3,0,(A3)1,(A3)1,0,(A2)1,(A2)1,0,(A1)1,0,0
0,(B7)1,2,2,2,2,2,0,(B5)1,0,(B4)1,(B4)1,4,(B3)1,0,(B2)1,(B2)1,0,(B1)1,(B1)1,4,4,(A8)1,(A8)1,0,0,0,0,4,3,3,3,3,3,3,0,(A3)1,(A3)1,0,(A2)1,(A2)1,4,(A1)1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,(D8)1,0,(D7)1,(D7)1,0,(D6)1,0,(D5)1,(D5)1,0,(D4)1,(D4)1,0,(D3)1,0,(D2)1,(D2)1,0,(D1)1,(D1)1,0,(C9)1,0,(C8)1,(C8)1,0,(C7)1,(C7)1,0,(C6)1,0,(C5)1,(C5)1,0,(C4)1,(C4)1,0,(C3)1,(C3)1,0,(C2)1,(C2)1,0,(C1)1
0,(D8)1,0,(D7)1,(D7)1,0,(D6)1,0,(D5)1,(D5)1,0,(D4)1,(D4)1,0,(D3)1,0,(D2)1,(D2)1,0,(D1)1,(D1)1,0,(C9)1,0,(C8)1,(C8)1,0,(C7)1,(C7)1,0,(C6)1,0,(C5)1,(C5)1,0,(C4)1,(C4)1,0,(C3)1,(C3)1,0,(C2)1,(C2)1,0,(C1)1
0,(D8)1,0,(D7)1,(D7)1,0,(D6)1,0,(D5)1,(D5)1,0,(D4)1,(D4)1,0,(D3)1,0,(D2)1,(D2)1,0,(D1)1,(D1)1,0,(C9)1,0,(C8)1,(C8)1,0,(C7)1,(C7)1,0,(C6)1,0,(C5)1,(C5)1,0,(C4)1,(C4)1,0,(C3)1,(C3)1,0,(C2)1,(C2)1,0,(C1)1
0,(D8)1,0,(D7)1,(D7)1,0,(D6)1,0,(D5)1,(D5)1,0,(D4)1,(D4)1,0,(D3)1,0,(D2)1,(D2)1,0,(D1)1,(D1)1,0,(C9)1,0,(C8)1,(C8)1,0,(C7)1,(C7)1,0,(C6)1,0,(C5)1,(C5)1,0,(C4)1,(C4)1,0,(C3)1,(C3)1,0,(C2)1,(C2)1,0,(C1)1
0,(D8)1,4,(D7)1,(D7)1,0,(D6)1,4,(D5)1,(D5)1,0,(D4)1,(D4)1,4,(D3)1,0,(D2)1,(D2)1,0,(D1)1,(D1)1,4,(C9)1,0,(C8)1,(C8)1,0,(C7)1,(C7)1,4,(C6)1,0,(C5)1,(C5)1,0,(C4)1,(C4)1,0,(C3)1,(C3)1,0,(C2)1,(C2)1,4,(C1)1
0,(D8)1,0,(D7)1,(D7)1,0,(D6)1,0,(D5)1,(D5)1,0,(D4)1,(D4)1,0,(D3)1,0,(D2)1,(D2)1,0,(D1)1,(D1)1,0,(C9)1,0,(C8)1,(C8)1,0,(C7)1,(C7)1,0,(C6)1,0,(C5)1,(C5)1,0,(C4)1,(C4)1,0,(C3)1,(C3)1,0,(C2)1,(C2)1,4,(C1)1
0,(D8)1,0,(D7)1,(D7)1,0,(D6)1,0,(D5)1,(D5)1,0,(D4)1,(D4)1,0,(D3)1,0,(D2)1,(D2)1,0,(D1)1,(D1)1,0,(C9)1,0,(C8)1,(C8)1,0,(C7)1,(C7)1,0,(C6)1,0,(C5)1,(C5)1,0,(C4)1,(C4)1,0,(C3)1,(C3)1,0,(C2)1,(C2)1,4,(C1)1
0,(D8)1,0,(D7)1,(D7)1,0,(D6)1,0,(D5)1,(D5)1,0,(D4)1,(D4)1,0,(D3)1,0,(D2)1,(D2)1,0,(D1)1,(D1)1,0,(C9)1,0,(C8)1,(C8)1,0,(C7)1,(C7)1,0,(C6)1,0,(C5)1,(C5)1,0,(C4)1,(C4)1,0,(C3)1,(C3)1,0,(C2)1,(C2)1,4,(C1)1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
